cust_id,cust_first_name,cust_last_name,cust_username,cust_password,cust_record_create_date,mag_id,mag_name,mag_cost,mag_record_status,mag_record_create_date,prof_cust_cont_id,prof_phone,prof_zip,prof_state,prof_city,prof_street_address,prof_contact_type,prof_record_update_stamp,prof_record_status,prof_start_date,prof_end_date,sub_id,sub_num_mags_mailed,sub_payment_completed,sub_start_date,sub_end_date,pay_id,pay_amount,pay_type,pay_date,pay_card_num,pay_card_code,pay_record_create_date,category,
240,Joshua,Freeman,Lz7m4-Joshua,N8qwbn,2005-04-14,240,cruel-bastion,21.58,0,2001-09-25,240,067-901-6406,40204,KY,Louisville,1505 Rosewood Avenue,0,2010-05-01,0,2005-11-30,2008-07-06,240,5,0,2018-04-25,2006-06-30,240,43.22,0,2003-01-02,4929764346370597,7808,2015-07-14,fortifications,
241,Ronny,Tudor,o9rRDw-Ronny,*p8H,2006-10-29,241,concave-soda,23.35,0,2006-05-11,241,117-802-6297,36104,AL,Montgomery,368 Winthrop Court,0,2021-06-24,0,2017-10-15,2000-01-29,241,19,0,2010-08-15,2021-07-28,241,18.71,0,2018-10-11,4716929200573449,8250,2017-11-17,seasonings,
242,Teresa,Mcclendon,D<mrN3-Teresa,tneg6I,2012-07-31,242,rapid-poset,18.7,0,2011-04-27,242,825-265-8338,05676,VT,Bolton,49 West Street,0,2010-04-12,0,2012-10-26,2001-05-01,242,6,0,2016-03-16,2018-05-14,242,37.85,0,2006-02-16,4716606078760874,8376,2008-08-22,set_theory,
243,Tiffany,Guerette,SV0pY-Tiffany,3JHYCm,2021-02-16,243,dyadic-infrared,29.85,0,2006-05-13,243,597-601-5728,94538,CA,Fremont,4511 Sloat Road,0,2003-08-31,0,2004-06-03,2002-06-03,243,13,0,2015-04-25,2021-03-29,243,32.64,0,2015-08-24,4916313900191281,5378,2021-10-26,phones,
244,Eugene,Thomas,3mHF-Eugene,M2zv,2013-10-11,244,ordered-agent,25.42,0,2009-10-15,244,311-327-3878,80002,CO,Arvada,7910 Ralston Road,0,2003-08-12,0,2006-06-18,2012-02-27,244,11,0,2010-10-11,2001-09-05,244,80.16,0,2015-04-17,4824617464294344,7577,2000-11-27,filmmaking,
245,Sarah,Bibeau,Lt8vEX-Sarah,MH87q,2021-11-22,245,unsorted-cistern,25.94,0,2010-09-24,245,304-782-5884,99518,AK,Anchorage,7100 Old Seward Highway,0,2010-03-02,0,2013-11-01,2014-01-21,245,7,0,2014-01-23,2011-08-21,245,34.74,0,2021-06-20,4716560526493804,5814,2015-09-14,infrastructure,
246,Tommy,Kelly,k92S&+-Tommy,IK4IwH,2001-02-22,246,chromatic-bookcase,27.49,0,2000-11-20,246,188-359-8825,02035,MA,Foxborough,184 Oak Street,0,2017-02-26,0,2004-05-04,2010-07-16,246,4,0,2018-03-11,2005-11-02,246,80.12,0,2009-08-17,4556437781158914,6141,2003-03-15,storage,
247,Isaac,Devereux,_pA3-Isaac,pF7c,2004-01-14,247,green-breach,10.8,0,2001-09-06,247,777-140-5554,20724,MD,Laurel,3213 Ivy Wood Lane,0,2007-01-28,0,2014-02-11,2017-03-15,247,14,0,2019-05-08,2018-11-16,247,71.45,0,2008-09-10,4916770628500434,4215,2004-04-28,military_army,
248,Yolanda,Kreutzer,CMh2-Yolanda,sI9-,2006-12-25,248,upbeat-portal,29.26,0,2000-06-19,248,474-166-4925,80002,CO,Arvada,7901 West 52nd Avenue,0,2004-08-24,0,2006-02-07,2002-12-02,248,20,0,2008-07-02,2001-11-02,248,63.81,0,2006-01-19,4916064601261077,5404,2001-01-06,corporate,
249,Lamar,Fisher,&BuRv2-Lamar,(?x2Z,2011-08-09,249,flat-channel,21.7,0,2015-12-29,249,235-239-2020,02451,MA,Waltham,2309 Stearns Hill Road,0,2007-06-12,0,2005-09-01,2012-11-15,249,9,0,2005-09-27,2014-11-26,249,91.0,0,2000-05-19,4485309492981361,3067,2011-08-22,corporate,
250,Jason,Donley,t4AY_D-Jason,NS9pNw,2007-01-07,250,eager-chain,16.64,0,2011-07-07,250,202-084-2948,06042,CT,Manchester,205 Homestead Street,0,2002-07-28,0,2009-01-14,2008-01-07,250,1,0,2008-03-09,2009-09-30,250,90.75,0,2013-03-10,4916198217317517,8470,2012-03-11,physics_units,
251,Sally,Taylor,7NCek-Sally,ofJ8,2004-01-28,251,burning-limburger,11.64,0,2000-11-13,251,757-412-9889,05462,VT,Huntington,451 East Street,0,2012-06-07,0,2004-03-07,2021-05-25,251,19,0,2018-05-05,2011-02-19,251,91.87,0,2012-08-26,4716213358786057,2206,2002-12-06,cheese,
252,Milton,Atkinson,kc5D-Milton,b96Z,2003-04-27,252,jovial-hardball,11.66,0,2007-10-17,252,889-543-7803,94587,CA,Union City,32532 Jean Drive,0,2011-06-14,0,2020-04-08,2021-08-20,252,19,0,2007-12-05,2002-12-10,252,35.29,0,2012-05-27,4716198228030614,8707,2018-07-25,corporate,
253,Donald,Richardson,P%6pGK-Donald,!sJ6,2009-03-27,253,daring-metronome,20.81,0,2002-03-27,253,432-536-0499,95685,CA,Sutter Creek,15557 Sutter Creek Road,0,2006-12-21,0,2017-02-03,2010-10-21,253,16,0,2020-01-08,2000-05-02,253,15.08,0,2015-01-28,4532788991960336,2041,2012-09-18,music_production,
254,Brian,Vala,M)0u-Brian,2Xdzf,2004-02-01,254,human-tom,27.03,0,2007-03-22,254,214-913-1611,05262,VT,Shaftsbury,207 Maple Hill Road,0,2004-12-08,0,2020-10-20,2012-06-05,254,15,0,2004-09-22,2005-03-29,254,31.18,0,2009-10-29,4929010162787096,3678,2017-02-20,cats,
255,Mary,Bednarczyk,1km0Hx-Mary,H5Aq,2005-04-06,255,central-bandwidth,23.61,0,2004-09-23,255,551-318-6413,37115,TN,Nashville,261 East Old Hickory Boulevard,0,2009-01-05,0,2000-10-13,2013-06-12,255,11,0,2004-02-20,2001-02-26,255,70.15,0,2006-04-30,4485789375107418,1677,2012-05-04,phones,
256,Arthur,Hutton,8kzZ6-Arthur,d3HLdh,2011-02-15,256,metallic-list,27.94,0,2015-09-23,256,989-230-9933,05037,VT,West Windsor,87 Horseshoe Drive,0,2004-08-25,0,2020-06-23,2018-08-10,256,2,0,2018-11-14,2018-06-01,256,53.6,0,2004-03-11,4014703898990242,0822,2009-08-26,data_structures,
257,Charity,Durr,*reVG5-Charity,<1p7Eh,2014-09-21,257,quick-valuation,10.28,0,2009-11-21,257,243-750-1132,72703,AR,Fayetteville,1422 North Dawn Drive,0,2012-07-09,0,2017-11-27,2008-07-13,257,6,0,2019-04-29,2001-09-28,257,52.66,0,2021-11-25,4716651057996552,0171,2017-12-10,startups,
258,Carly,Hardy,v6W%-Carly,9WIs2,2013-06-13,258,clean-barbel,12.88,0,2017-06-05,258,130-581-8823,93906,CA,Salinas,1536 North Main Street,0,2008-08-25,0,2001-12-20,2009-11-21,258,14,0,2021-02-19,2002-08-24,258,33.65,0,2005-03-15,4716634985771099,2328,2011-01-22,fish,
259,Evelyn,Fleming,7QSn-Evelyn,*zFV2,2001-07-17,259,cream-sink,24.3,0,2006-06-22,259,000-661-3797,80004,CO,Arvada,6990 Pierson Street,0,2001-08-17,0,2010-03-07,2008-01-17,259,1,0,2005-03-17,2015-05-04,259,67.95,0,2012-11-20,4485285491994094,0651,2001-05-02,algorithms,
260,Elizabeth,Johnson,^Yr4-Elizabeth,r1ldMS,2021-12-15,260,volumetric-calico,12.16,0,2016-06-04,260,415-094-8346,73139,OK,Oklahoma City,328 South Ranchwood Manor Drive,0,2011-02-01,0,2000-11-24,2005-09-15,260,12,0,2013-05-29,2011-09-11,260,28.38,0,2002-06-21,4539949024120560,3585,2002-12-11,cats,
261,Steve,Elliott,=coU4G-Steve,6$yMB,2016-09-20,261,burgundy-photon,21.17,0,2001-11-07,261,647-236-7387,21061,MD,Glen Burnie,706 James Road,0,2004-03-16,0,2015-01-14,2013-11-01,261,19,0,2007-05-06,2003-01-09,261,25.98,0,2014-07-01,4485371852740399,1884,2016-10-25,astronomy,
262,Pamela,Nichols,I4uze9-Pamela,3dQa^Z,2005-07-18,262,chalky-coot,20.15,0,2019-12-26,262,746-180-0790,80003,CO,Arvada,8277 Lamar Place,0,2003-06-27,0,2003-10-12,2001-09-02,262,0,0,2015-08-23,2004-05-07,262,42.11,0,2005-11-17,4485389713336801,0226,2007-06-18,birds,
263,Dorothy,Person,v#+bA8-Dorothy,tePa87,2020-10-04,263,black-cooler,27.18,0,2010-03-26,263,754-748-0722,02155,MA,Medford,122 Summer Street,0,2020-01-14,0,2002-02-21,2007-05-15,263,0,0,2016-01-08,2002-02-09,263,51.97,0,2002-08-20,4403408039141130,7478,2005-01-30,containers,
264,Elli,Margerum,)6cJ8-Elli,aQ9R,2008-02-02,264,respectful-domain,11.79,0,2016-08-31,264,539-384-8278,02186,MA,Milton,1514 Canton Avenue,0,2018-01-25,0,2021-08-25,2005-02-18,264,16,0,2014-03-22,2006-11-05,264,40.17,0,2020-09-20,4916403990879752,5688,2016-11-23,web_development,
265,Estella,Linder,0eBBZ-Estella,Vx1x4,2002-10-14,265,horizontal-ghost,16.83,0,2014-12-06,265,143-645-0501,05701,VT,Rutland,5 Meadow Lane,0,2002-07-22,0,2001-01-03,2008-10-24,265,0,0,2003-06-12,2013-08-05,265,38.71,0,2019-09-02,4262389479608780,8551,2008-09-12,3d_graphics,
266,Katelynn,Hamilton,0rQVx=-Katelynn,mZ9YEF,2003-10-11,266,brutal-apple,25.73,0,2020-05-28,266,167-548-6256,37013,TN,Nashville,512 Danley Court,0,2001-01-06,0,2004-12-26,2019-05-01,266,0,0,2016-07-05,2018-10-14,266,43.18,0,2015-12-04,4556759379553374,6124,2011-07-24,fruit,
267,David,Bokor,5oZ1-David,4?Rq_,2009-06-25,267,gentle-underwriter,13.78,0,2020-06-10,267,673-359-6598,93313,CA,Bakersfield,4500 Margalo Avenue,0,2021-08-13,0,2008-05-13,2011-01-23,267,11,0,2011-12-10,2007-11-24,267,99.27,0,2002-11-14,4234370172845205,7556,2017-12-19,real_estate,
268,Antonio,Parmley,Nl2q_-Antonio,eNQ9,2003-02-13,268,grim-heather,17.1,0,2016-05-04,268,350-360-0138,36110,AL,Montgomery,713 Millard Fuller Drive,0,2008-09-05,0,2019-11-14,2013-12-06,268,6,0,2008-08-23,2001-08-27,268,27.68,0,2013-01-18,4024007101815255,6773,2013-04-06,cotton,
269,Andrew,Bowman,M15v-Andrew,9w9I,2004-05-23,269,dichotomic-animation,15.2,0,2014-09-25,269,301-196-4889,21108,MD,Millersville,8262 Elvaton Road,0,2001-04-06,0,2011-11-15,2010-01-10,269,5,0,2005-10-24,2013-01-05,269,77.84,0,2019-05-18,4532836247903236,5023,2020-06-08,gaming,
270,Palmer,Moore,w^Q9-Palmer,dq5Bv,2015-08-12,270,rainy-member,20.52,0,2002-08-27,270,203-932-0153,32401,FL,Panama City,814 East 10th Court,0,2005-11-05,0,2018-02-18,2009-02-16,270,7,0,2015-06-27,2020-08-13,270,38.57,0,2018-09-04,4485343888599230,3052,2014-05-09,set_theory,
271,Opal,Amato,qA8A-Opal,47cZm,2002-11-14,271,silver-sprite,27.37,0,2013-07-08,271,186-483-8462,99507,AK,Anchorage,5330 Shaun Circle,0,2000-11-30,0,2016-01-10,2008-11-23,271,10,0,2010-06-03,2004-01-18,271,22.08,0,2009-03-11,4916497258455321,7088,2004-03-05,ghosts,
272,Karla,Mitchell,03lK6.-Karla,%4Pn9,2004-06-16,272,bitter-sriracha,13.59,0,2018-12-10,272,666-550-6321,32444,FL,Lynn Haven,615 Florida Avenue,0,2008-05-15,0,2013-10-31,2017-07-10,272,8,0,2005-08-29,2002-12-04,272,29.34,0,2006-07-30,4485909556955902,1555,2018-10-28,condiments,
273,Connie,Nelson,V3&Gd-Connie,jOK7l,2020-08-05,273,electrical-arcade,12.16,0,2018-10-01,273,851-049-2362,32404,FL,Panama City,235 Hugh Thomas Drive,0,2007-09-25,0,2021-07-20,2006-03-30,273,12,0,2007-04-23,2015-04-23,273,20.18,0,2006-08-16,4716923275158434,0023,2014-01-23,architecture,
274,Joseph,Faria,T7eUF-Joseph,tlyX0f,2005-08-14,274,district-drum,20.01,0,2000-07-21,274,235-694-6546,31322,GA,Pooler,19 Katama Way,0,2020-02-18,0,2020-03-17,2012-10-29,274,15,0,2017-06-17,2005-02-06,274,26.67,0,2005-04-15,4836415720308529,3840,2001-01-14,containers,
275,Edward,Williams,hF_2-Edward,DRuJ7,2009-08-23,275,pleasant-type,11.57,0,2020-08-08,275,821-820-4520,20011,DC,Washington,519 Roxboro Place Northwest,0,2019-07-16,0,2005-08-21,2001-03-28,275,20,0,2003-08-01,2017-07-15,275,75.92,0,2010-04-21,4539869886719814,4700,2013-08-22,coding,
276,Lisa,Bermudez,%Yh0-Lisa,6Qpbk,2000-11-06,276,shiny-pint,22.33,0,2021-05-15,276,447-249-8021,06040,CT,Manchester,165 Saint John Street,0,2015-08-25,0,2006-03-25,2017-02-14,276,7,0,2005-02-09,2013-08-16,276,83.58,0,2011-11-23,4539107626709625,4725,2010-12-03,physics_units,
277,Darci,Green,No*9W-Darci,EPFy4,2005-03-25,277,stone-center,23.42,0,2016-02-15,277,641-083-4569,85306,AZ,Glendale,5244 West Port Au Prince Lane,0,2012-11-25,0,2019-10-10,2017-07-18,277,5,0,2007-04-13,2010-03-31,277,33.54,0,2020-08-03,4024007162608391,6212,2000-09-16,typography,
278,James,Cain,I6h6V-James,89vGQH,2001-04-12,278,libretto-ownership,24.65,0,2018-03-08,278,576-503-6001,01331,MA,Athol,68 Hampstead Place,0,2017-10-11,0,2020-02-11,2005-05-17,278,14,0,2012-04-02,2016-04-25,278,56.92,0,2002-02-16,4929492592246499,8010,2007-09-06,corporate,
279,Arturo,Halcomb,eM8E-Arturo,0spJK+,2000-04-11,279,shabby-recordist,19.18,0,2006-10-17,279,859-638-2581,72730,AR,Farmington,196 Ruth Street,0,2016-09-27,0,2012-11-11,2015-06-25,279,19,0,2003-11-04,2013-01-18,279,82.83,0,2010-04-13,4716993143717216,5375,2021-02-20,filmmaking,
280,Miguel,James,XYn3w-Miguel,hbC85A,2015-05-11,280,jolly-westie,21.3,0,2005-09-02,280,218-554-7202,32456,FL,Mexico Beach,400 US Highway 98,0,2007-08-12,0,2003-03-19,2008-02-28,280,13,0,2014-02-03,2011-06-02,280,84.55,0,2017-02-19,4539650504839683,8325,2015-09-10,dogs,
281,Carl,Prickett,k=1F-Carl,4yQB,2018-10-02,281,ferocious-ghost,24.93,0,2000-05-14,281,991-774-7714,36104,AL,Montgomery,368 Winthrop Court,0,2013-10-27,0,2015-03-22,2004-10-14,281,12,0,2014-01-21,2008-10-24,281,12.68,0,2014-10-02,4929326337291685,1577,2000-08-27,ghosts,
282,Danielle,Quinn,9Qlc-Danielle,k7rP,2004-10-04,282,cold-circuit,16.14,0,2010-02-21,282,365-381-4241,94610,CA,Oakland,441 Merritt Avenue,0,2015-01-13,0,2019-08-22,2006-05-01,282,1,0,2015-10-28,2004-08-12,282,32.72,0,2016-06-27,4929797905118676,2578,2021-07-10,music_production,
283,Anna,Kirby,*kJR5g-Anna,35eOO,2003-09-09,283,meek-cash,28.76,0,2019-02-18,283,598-910-7065,94509,CA,Antioch,1106 Mission Drive,0,2007-11-17,0,2012-03-27,2010-08-02,283,10,0,2000-09-20,2015-10-12,283,61.15,0,2007-01-17,4916080244941883,2554,2001-12-16,shopping,
284,Donna,Ewing,!O4r-Donna,U4GKRl,2021-03-10,284,foggy-sugar,20.93,0,2012-10-28,284,268-674-2704,40245,KY,Louisville,222 Rockcrest Way,0,2007-02-12,0,2017-11-09,2018-04-11,284,16,0,2001-11-20,2015-04-20,284,81.12,0,2004-12-27,4532054044234819,2244,2020-03-19,seasonings,
285,Rebecca,Salinas,Ck3b1-Rebecca,gkk6P,2001-01-28,285,coped-tambourine,22.55,0,2005-11-28,285,231-582-2494,31401,GA,Savannah,802 East 37th Street,0,2000-01-20,0,2006-03-02,2004-05-13,285,20,0,2000-11-16,2003-03-17,285,88.42,0,2000-05-28,4556754003825553,8655,2019-03-06,music_instruments,
286,John,Dean,Pi8qb-John,SK4q,2005-09-13,286,broad-envelope,21.38,0,2016-11-18,286,071-951-8418,95815,CA,Sacramento,1222 Arcade Boulevard,0,2021-12-02,0,2012-05-12,2019-11-30,286,11,0,2006-11-20,2015-10-06,286,44.15,0,2000-10-08,4118489621804471,4104,2011-05-22,military_army,
287,Rita,Dever,Pc>4S8-Rita,ln&1F,2013-09-04,287,largo-deck,27.55,0,2019-01-05,287,611-938-4434,05733,VT,Stowe,8 Corona Street,0,2020-04-29,0,2000-05-19,2000-05-09,287,20,0,2001-01-26,2005-03-03,287,66.34,0,2014-07-21,4929352873111830,3332,2015-07-15,startups,
288,David,Gaines,M4xK-David,mrR8,2017-09-05,288,tangy-filter,21.12,0,2011-11-05,288,738-594-5990,06040,CT,Manchester,159 Downey Drive,0,2009-03-05,0,2008-08-16,2015-10-21,288,19,0,2008-02-01,2018-10-31,288,88.01,0,2018-12-03,4539209053467980,1733,2005-07-07,filmmaking,
289,Alan,Green,NXw6=e-Alan,Y3fI,2008-06-12,289,furious-papaya,20.79,0,2007-06-05,289,667-600-1506,31404,GA,Savannah,2305 Ranchland Drive,0,2006-04-12,0,2017-02-06,2010-04-05,289,7,0,2021-04-24,2011-08-26,289,12.3,0,2017-11-22,4532082571431979,8708,2000-03-01,fruit,
290,Gabriel,Brinkman,N3.z-Gabriel,4*COy,2021-11-10,290,slim-director,12.22,0,2003-06-14,290,878-944-9120,90745,CA,Carson,22618 South Figueroa Street,0,2003-06-04,0,2008-11-24,2013-11-26,290,8,0,2006-06-06,2019-05-17,290,84.08,0,2018-07-26,4916151428416941,0747,2016-03-20,corporate_job,
291,Cheryl,Botello,5cPHIy-Cheryl,8+%?Jp,2016-10-29,291,overcast-parallax,23.44,0,2001-03-08,291,438-652-3472,02169,MA,Quincy,55 Armory Street,0,2020-03-11,0,2012-08-08,2018-07-31,291,18,0,2014-10-30,2016-11-16,291,57.15,0,2012-04-17,4929580577894059,5740,2004-02-17,astronomy,
292,Barbara,Bell,7zt3Xg-Barbara,Hxg0,2003-08-20,292,local-truss,25.56,0,2005-10-03,292,042-004-4861,21401,MD,Annapolis,1960 Sigfrid Court,0,2010-04-12,0,2021-04-03,2013-03-12,292,2,0,2004-12-12,2012-12-13,292,90.74,0,2006-06-03,4929523846856285,6068,2003-07-02,architecture,
293,Tiffany,Falls,f9dP^-Tiffany,L5j5,2014-08-24,293,blaring-scotch,18.52,0,2011-08-25,293,482-097-5679,05056,VT,Plymouth,102 East Ash Road,0,2004-05-30,0,2012-10-06,2010-07-09,293,6,0,2018-07-29,2012-05-07,293,67.14,0,2008-08-11,4539940315822477,4022,2002-12-05,spirits,
294,Joseph,Milton,1veD-Joseph,G+Bx4,2012-06-24,294,isometric-envelope,25.71,0,2011-03-14,294,574-616-6775,36117,AL,Montgomery,940 Ironwood Drive,0,2013-05-10,0,2009-04-20,2019-01-06,294,1,0,2002-11-06,2015-11-29,294,27.17,0,2006-07-14,4485350038190711,8248,2002-12-20,astronomy,
295,Christine,Herman,39L+r-Christine,j<Zwt2,2017-01-04,295,central-digital,19.0,0,2002-02-25,295,215-814-2049,93722,CA,Fresno,5396 North Reese Avenue,0,2019-12-16,0,2002-05-12,2006-02-15,295,1,0,2017-08-31,2000-01-31,295,84.17,0,2007-02-18,4556518946716280,2402,2009-07-07,phones,
296,Ruth,Hernandez,0cC3-Ruth,r(K0,2009-04-21,296,silent-bounce,25.05,0,2011-10-20,296,065-960-5447,85303,AZ,Glendale,7113 North 69th Avenue,0,2006-04-12,0,2015-03-13,2019-12-09,296,11,0,2004-04-26,2002-02-05,296,60.13,0,2004-08-17,4532943585620420,2434,2005-09-05,military_airforce,
297,Ellis,Robinson,3ndOae-Ellis,Xu6EMI,2012-08-22,297,solid-moscato,23.99,0,2013-09-15,297,640-817-6935,72701,AR,Fayetteville,2222 Martin Luther King Junior Boulevard,0,2014-12-10,0,2004-01-23,2010-03-20,297,12,0,2007-03-27,2003-10-14,297,89.65,0,2011-01-04,4024007159662831,3452,2018-09-02,wine,
298,Jennifer,Authement,dw&E25-Jennifer,rK3q,2014-09-11,298,searing-terrace,14.39,0,2012-12-30,298,323-283-8696,01085,MA,Westfield,17 Stratfield Avenue,0,2021-07-15,0,2000-05-06,2011-03-28,298,7,0,2000-07-05,2008-08-01,298,22.51,0,2016-03-28,4556117280812175,7136,2005-12-30,architecture,
299,Andrew,Mixon,p(18V-Andrew,tiN6z,2000-02-20,299,tangy-diffraction,26.98,0,2002-06-17,299,694-664-3406,80524,CO,Fort Collins,320 South Link Lane,0,2003-05-15,0,2018-06-24,2001-08-17,299,3,0,2010-11-07,2013-12-15,299,31.7,0,2019-10-25,4485340325703722,2617,2003-11-12,physics_optics,
300,Linda,Arnold,1kRj4-Linda,x5ydV$,2007-06-04,300,square-deck,13.13,0,2011-07-31,300,866-381-3831,99502,AK,Anchorage,8521 Crystal Street,0,2005-02-19,0,2020-06-30,2019-01-11,300,6,0,2019-02-05,2001-01-15,300,48.94,0,2015-03-19,4024007190561430,2111,2010-04-09,startups,
301,Heather,Lee,8H.y-Heather,>Cj4,2007-11-04,301,internal-jump,17.81,0,2000-02-11,301,732-150-4564,73114,OK,Oklahoma City,604 Northwest 118th Street,0,2016-07-19,0,2016-11-04,2021-11-06,301,9,0,2015-10-11,2009-10-27,301,30.79,0,2012-09-25,4929991070050547,3282,2001-12-02,sports,
302,Stephen,Hassinger,9y$RGm-Stephen,BlcW!7,2018-05-07,302,international-coyote,25.33,0,2002-07-23,302,637-528-0543,06040,CT,Manchester,146 Walnut Street,0,2016-06-18,0,2011-05-15,2014-03-12,302,2,0,2008-11-02,2015-05-09,302,55.49,0,2005-06-02,4556578192888860,3062,2017-08-30,apex_predators,
303,Neoma,Christie,i92Tg-Neoma,01wV0u,2013-06-23,303,immense-bookcase,14.64,0,2013-07-19,303,117-972-8203,05363,VT,Wilmington,376 Whites Road,0,2011-05-27,0,2020-11-01,2019-05-29,303,14,0,2010-07-14,2008-04-08,303,26.69,0,2007-02-22,4532044378295908,7351,2014-06-07,storage,
304,Thomas,Lopez,W7tP-Thomas,9svR6t,2012-06-01,304,binary-age,15.08,0,2021-03-18,304,691-131-2571,99503,AK,Anchorage,1040 West 27th Avenue,0,2003-04-19,0,2021-08-07,2004-05-28,304,3,0,2006-07-16,2016-10-29,304,49.22,0,2010-07-17,4716878335285355,0013,2017-04-15,history,
305,James,Miller,nBytt8-James,G03hf,2007-06-27,305,creamy-plum,17.72,0,2006-10-20,305,381-673-4165,36109,AL,Montgomery,105 West Wareingwood Drive,0,2016-10-30,0,2004-12-26,2011-08-06,305,17,0,2002-05-13,2018-03-23,305,54.76,0,2012-06-30,4280926069482122,3463,2020-08-02,fruit,
306,Beulah,Rivera,PcX7E7-Beulah,f9F1O,2017-03-31,306,small-antiquity,12.38,0,2005-01-06,306,578-478-4245,40216,KY,Louisville,4400 Vaneto Drive,0,2008-05-26,0,2009-12-12,2015-05-24,306,14,0,2005-04-09,2005-09-16,306,33.65,0,2000-08-18,4716891344114219,1343,2005-01-31,history,
307,Lawrence,Lau,pw2NiB-Lawrence,o^4Kp,2014-08-04,307,flat-trill,20.8,0,2007-11-23,307,294-744-7697,01604,MA,Worcester,63 Dorchester Street,0,2004-06-05,0,2006-02-18,2010-07-14,307,1,0,2009-03-11,2005-11-29,307,58.96,0,2004-05-23,4929803358636337,1141,2000-03-22,music_theory,
308,Bobbi,Wright,8keE-Bobbi,c0OdcK,2005-04-17,308,interior-profile,21.05,0,2018-08-17,308,496-429-2343,06040,CT,Manchester,109 High Street,0,2000-05-04,0,2008-12-01,2000-01-18,308,3,0,2005-01-18,2013-09-29,308,88.82,0,2015-05-02,4716122227553228,2353,2009-03-30,web_development,
309,Rowena,Edge,x7gzN6-Rowena,Vj7K7,2017-04-30,309,several-administrator,16.01,0,2010-10-27,309,347-756-1336,99518,AK,Anchorage,5630 Silverado Way,0,2012-11-01,0,2012-12-13,2017-10-29,309,9,0,2015-07-21,2011-07-27,309,57.87,0,2011-10-26,4024007119678513,8212,2016-06-29,corporate_job,
310,Brittany,Mollette,1k(BJu-Brittany,kOQ3h,2003-02-27,310,natural-link,18.63,0,2005-06-30,310,952-491-0888,06042,CT,Manchester,318 Lydall Street,0,2015-10-29,0,2000-01-11,2007-11-11,310,6,0,2009-03-19,2016-10-12,310,22.51,0,2018-04-06,4539957813589523,1334,2006-01-30,algorithms,
311,Marta,Davey,4VVKk-Marta,vH1z,2001-03-17,311,senile-member,29.62,0,2017-09-13,311,914-251-2122,20724,MD,Laurel,3324 Valley Lee South,0,2020-09-18,0,2016-02-04,2008-07-22,311,1,0,2004-11-06,2017-11-17,311,47.31,0,2005-04-21,4916865822306636,7173,2006-09-21,set_theory,
312,Carlos,Lindell,X0s7-Carlos,8nWD,2006-02-23,312,express-dividend,10.57,0,2007-10-23,312,592-510-2994,20001,DC,Washington,1010 M Street Northwest,0,2021-06-25,0,2002-10-24,2007-04-16,312,9,0,2016-01-30,2012-09-04,312,99.89,0,2019-02-16,4556732239157280,7654,2014-03-24,accounting,
313,Karon,Tep,7wXBy-Karon,99iWv0,2021-06-26,313,unsolvable-silver,27.35,0,2016-11-24,313,234-973-2233,36111,AL,Montgomery,3437 Sommerville Drive,0,2010-10-23,0,2010-07-25,2006-09-29,313,14,0,2011-07-24,2009-10-24,313,12.05,0,2008-10-11,4539203998970026,2012,2019-11-26,metals,
314,Tyler,Steele,Ht0c-Tyler,vR4V,2009-05-29,314,endothermic-pheasant,12.78,0,2012-04-07,314,963-820-5103,36117,AL,Montgomery,5680 Eddins Road,0,2002-05-25,0,2007-03-11,2013-11-11,314,11,0,2000-05-05,2007-07-13,314,43.07,0,2010-05-20,4929838227351882,1435,2013-03-21,meat,
315,Aiko,Harrison,zE#7v-Aiko,B2MpFf,2018-08-23,315,buoyant-skill,26.7,0,2002-10-25,315,266-323-7659,37080,TN,Nashville,7730 Wilkinson Road,0,2012-04-28,0,2009-11-04,2013-09-12,315,13,0,2014-09-11,2019-10-07,315,60.44,0,2002-09-10,4716408148057369,8454,2015-04-04,corporate,
316,James,Conner,Uz2+z-James,Dp4Y#$,2020-02-18,316,congruent-westie,15.07,0,2021-07-03,316,849-983-6760,73112,OK,Oklahoma City,4408 Northwest 55th Street,0,2008-05-17,0,2016-06-24,2002-06-01,316,18,0,2012-04-14,2021-10-16,316,48.22,0,2012-03-10,4532254971634011,6657,2007-06-03,dogs,
317,Jennifer,Hood,S2Zkw-Jennifer,QiA4,2000-12-03,317,sophisticated-bunker,11.45,0,2014-03-12,317,798-170-4377,06042,CT,Manchester,275 Henry Street,0,2020-07-16,0,2008-06-30,2013-01-09,317,2,0,2010-03-20,2000-11-27,317,25.46,0,2006-10-14,4716889651790324,6135,2007-11-24,fortifications,
318,Donna,Spencer,6MwiB-Donna,2_Mxa,2012-12-29,318,coincident-buffalo,16.8,0,2004-08-12,318,352-101-9590,21061,MD,Glen Burnie,706 James Road,0,2017-08-25,0,2004-10-21,2008-07-18,318,12,0,2000-04-10,2018-09-03,318,33.05,0,2013-05-22,4916681760827206,8505,2001-05-28,meat,
319,Nicholas,Eubanks,S6lRB3-Nicholas,_e2YF,2021-05-22,319,vibrato-betta,22.67,0,2002-07-28,319,701-774-8045,80128,CO,Littleton,7374 West Walden Drive,0,2006-02-20,0,2013-05-09,2021-01-30,319,13,0,2012-12-21,2004-11-06,319,86.91,0,2003-07-21,4556238972098624,8501,2000-08-26,fish,
